station_origin,station_destination,flows,population,jobs,distance
Stamford Brook,Finchley Road,0,1837,3417,12371.373139767744
Stamford Brook,Finsbury Park,5,1837,6769,15925.574270535735
Stamford Brook,Fulham Broadway,21,1837,4200,5458.173691878745
Stamford Brook,Gants Hill,0,1837,601,28320.558418115863
Stamford Brook,Gloucester Road,36,1837,5194,4858.143837555948
Stamford Brook,Golders Green,0,1837,1871,18015.74374448701
Stamford Brook,Goodge Street,3,1837,6457,10656.86575723043
Stamford Brook,Great Portland Street,0,1837,6936,10176.675735087403
Stamford Brook,Green Park,45,1837,26754,8274.1355240958
Stamford Brook,Gunnersbury,24,1837,4775,2157.6072081953635
Stamford Brook,Hammersmith,96,1837,18250,1549.3924724241092
Stamford Brook,Harrow-on-the-Hill,2,1837,3019,16980.33676643278
Stamford Brook,Hatton Cross,9,1837,1219,14901.118783953867
Stamford Brook,Heathrow Terminal 4,2,1837,693,16777.451477592644
Stamford Brook,Heathrow Terminal 5,3,1837,975,19769.14820538136
Stamford Brook,Heathrow Terminals 2 & 3,10,1837,2406,17313.86972974503
Stamford Brook,Hendon Central,0,1837,1878,20664.440190279987
Stamford Brook,High Street Kensington,12,1837,5427,5248.882734888631
Stamford Brook,Highbury & Islington,3,1837,25385,14417.967642698928
Stamford Brook,Highgate,1,1837,856,17046.44420574567
Stamford Brook,Holborn,37,1837,22346,10424.924887075918
Stamford Brook,Holloway Road,2,1837,1696,14486.112441420892
Stamford Brook,Hornchurch,0,1837,451,36095.59305984248
Stamford Brook,Hounslow Central,2,1837,708,10618.561430710663
Stamford Brook,Hounslow East,1,1837,843,9872.877047289743
Stamford Brook,Hounslow West,0,1837,401,12097.645122707032
Stamford Brook,Hyde Park Corner,8,1837,2410,7494.246223828981
Stamford Brook,Kennington,1,1837,1161,11897.072181020138
Stamford Brook,Kentish Town,0,1837,3404,13698.102289487166
Stamford Brook,Kew Gardens,16,1837,792,3937.888127143354
Stamford Brook,Kilburn,0,1837,1953,12631.260222317389
Stamford Brook,King's Cross St. Pancras,36,1837,33330,11836.114633042256
Stamford Brook,Knightsbridge,21,1837,6821,6910.29263552901
Stamford Brook,Ladbroke Grove,3,1837,2131,4733.976795680886
Stamford Brook,Lambeth North,0,1837,1319,10710.56272058777
Stamford Brook,Latimer Road,1,1837,1109,4074.3962608413135
Stamford Brook,Leicester Square,16,1837,8847,9426.453016670812
Stamford Brook,Leytonstone,0,1837,1844,24014.97854871603
Stamford Brook,Liverpool Street,7,1837,61122,13521.33079201924
Stamford Brook,London Bridge,33,1837,29930,11891.649679031842
Stamford Brook,Manor House,2,1837,1311,17041.687897756143
Stamford Brook,Mansion House,62,1837,7815,12170.799969196154
Stamford Brook,Marble Arch,0,1837,6145,8924.603006984922
Stamford Brook,Marylebone,0,1837,4250,8915.175166865736
Stamford Brook,Mile End,0,1837,3759,17431.563165507207
Stamford Brook,Moorgate,4,1837,24574,13456.657569699479
Stamford Brook,Mornington Crescent,1,1837,2927,11829.926433902241
Stamford Brook,North Acton,1,1837,3168,8853.148287286622
Stamford Brook,North Ealing,2,1837,332,4783.862716902106
Stamford Brook,North Greenwich,4,1837,6276,19400.64270553655
Stamford Brook,Northfields,4,1837,864,5413.715938341169
Stamford Brook,Northolt,0,1837,663,16952.228232287413
Stamford Brook,Northwick Park,0,1837,1713,18283.468623857458
Stamford Brook,Notting Hill Gate,1,1837,5490,6209.528269882775
Stamford Brook,Old Street,15,1837,15897,14310.177288444467
Stamford Brook,Osterley,0,1837,521,8905.382374846402
Stamford Brook,Oval,1,1837,2544,12812.229865358655
Stamford Brook,Oxford Circus,23,1837,44368,9284.701999353307
Stamford Brook,Paddington,13,1837,20198,7446.6174818704885
Stamford Brook,Park Royal,12,1837,1552,5883.521167530526
Stamford Brook,Parsons Green,24,1837,2711,6160.512023306851
Stamford Brook,Piccadilly Circus,48,1837,13641,9051.761610900998
Stamford Brook,Pimlico,4,1837,5585,9348.336852729468
Stamford Brook,Plaistow,1,1837,1049,21207.34627699842
Stamford Brook,Putney Bridge,5,1837,2494,7154.974372623372
Stamford Brook,Ravenscourt Park,1,1837,1895,709.2895541696818
Stamford Brook,Rayners Lane,0,1837,426,14374.355639668485
Stamford Brook,Regent's Park,1,1837,3364,10142.672241079366
Stamford Brook,Richmond,156,1837,5397,6106.051391222989
Stamford Brook,Royal Oak,0,1837,856,6509.3209691568845
Stamford Brook,Ruislip,0,1837,257,17998.835050029873
Stamford Brook,Ruislip Manor,0,1837,408,17319.949069791255
Stamford Brook,Russell Square,11,1837,5172,11131.359202290816
Stamford Brook,Seven Sisters,2,1837,10191,19331.462660564546
Stamford Brook,Shepherd's Bush Market,0,1837,416,2994.271230156683
Stamford Brook,Sloane Square,39,1837,8229,6782.699688597352
Stamford Brook,South Ealing,2,1837,670,4960.770647664331
Stamford Brook,South Harrow,1,1837,387,12568.798933532988
Stamford Brook,South Kensington,79,1837,15325,5609.477316995917
Stamford Brook,South Ruislip,0,1837,289,19276.21875299734
Stamford Brook,South Woodford,1,1837,766,26988.949902291
Stamford Brook,Southfields,6,1837,1351,9844.428057884423
Stamford Brook,Southgate,0,1837,874,25133.00187300308
Stamford Brook,Southwark,14,1837,10326,10793.30059392934
Stamford Brook,St. James's Park,71,1837,13339,8725.76429814512
Stamford Brook,St. John's Wood,2,1837,3982,11486.062284372782
Stamford Brook,St. Paul's,0,1837,13446,12085.559796384627
Stamford Brook,Stanmore,0,1837,983,25476.920097755108
Stamford Brook,Stepney Green,1,1837,1879,16402.29078823646
Stamford Brook,Stockwell,1,1837,1623,11680.520815546457
Stamford Brook,Stonebridge Park,0,1837,729,10034.593947454921
Stamford Brook,Stratford,2,1837,55954,20219.792062500244
Stamford Brook,Sudbury Hill,2,1837,277,11083.33327449885
Stamford Brook,Sudbury Town,2,1837,218,9466.276659204414
Stamford Brook,Swiss Cottage,0,1837,2598,12456.002577177795
Stamford Brook,Temple,41,1837,6780,10758.494873669499
Stamford Brook,Tooting Bec,0,1837,1239,16675.698440861728
Stamford Brook,Tooting Broadway,4,1837,4506,17750.659883207147
Stamford Brook,Tottenham Court Road,4,1837,19126,10012.39338723392
Stamford Brook,Tottenham Hale,1,1837,3239,20485.001828443783
Stamford Brook,Tower Hill,28,1837,8286,13519.55855152423
Stamford Brook,Tufnell Park,0,1837,557,14462.703297643922
Stamford Brook,Turnham Green,3,1837,1515,610.2892102797041
Stamford Brook,Turnpike Lane,0,1837,992,19363.347256204885
Stamford Brook,Upminster,0,1837,1132,38633.305173840694
Stamford Brook,Upton Park,0,1837,1642,22528.42492043031
Stamford Brook,Uxbridge,7,1837,4316,23053.32235495091
Stamford Brook,Vauxhall,23,1837,16242,10173.665106037095
Stamford Brook,Victoria,33,1837,33251,7948.458701826072
Stamford Brook,Walthamstow Central,0,1837,5271,23458.271303027275
Stamford Brook,Warren Street,8,1837,17309,10434.416445766346
Stamford Brook,Waterloo,11,1837,23466,10136.87366441274
Stamford Brook,Wembley Central,0,1837,1327,11752.692414423467
Stamford Brook,Wembley Park,0,1837,5759,18201.17648589793
Stamford Brook,West Acton,0,1837,488,7041.653512543988
Stamford Brook,West Brompton,2,1837,5859,4515.411815470076
Stamford Brook,West Ham,0,1837,5487,20277.51078343984
Stamford Brook,West Hampstead,0,1837,5856,11615.638615050568
Stamford Brook,West Kensington,16,1837,1345,3006.9007034563465
Stamford Brook,Westbourne Park,1,1837,1347,5539.9167231136835
Stamford Brook,Westminster,33,1837,15466,9286.513638051849
Stamford Brook,Whitechapel,15,1837,17633,15322.12660474194
Stamford Brook,Willesden Green,0,1837,830,13816.318152154421
Stamford Brook,Wimbledon,26,1837,6295,12859.990092456026
Stamford Brook,Wimbledon Park,1,1837,596,11204.077827866913
Stamford Brook,Wood Green,1,1837,2146,20294.17288160805
Stamford Brook,Wood Lane,0,1837,1578,3520.5341854011454
Stamford Hill,Bethnal Green,26,491,4660,5933.049461112854
Stamford Hill,Bruce Grove,4,491,350,2457.3534528470295
Stamford Hill,Bush Hill Park,5,491,176,7981.158818099473
Stamford Hill,Cambridge Heath,36,491,458,5101.177872865972
Stamford Hill,Cheshunt,0,491,116,15621.027334817545
Stamford Hill,Edmonton Green,23,491,783,6069.153375554479
Stamford Hill,Enfield Town,16,491,749,9388.02484087813
Stamford Hill,Hackney Downs,13,491,835,3195.7481751063115
Stamford Hill,Hackney Wick,4,491,1263,12303.395934808843
Stamford Hill,Liverpool Street,230,491,61122,8341.341463018969
Stamford Hill,London Fields,35,491,790,4121.760886894443
Stamford Hill,Rectory Road,4,491,219,1994.7257976114756
Stamford Hill,Seven Sisters,38,491,10191,1125.083404665905
Stamford Hill,Silver Street,12,491,953,4870.698699669396
Stamford Hill,Southbury,10,491,538,9039.702829719014
Stamford Hill,Stoke Newington,10,491,479,1211.4700832725982
Stamford Hill,Stratford,0,491,55954,10730.47265545909
Stamford Hill,Theobalds Grove,2,491,182,14081.12170681784
Stamford Hill,Turkey Street,10,491,458,11741.279555755431
Stamford Hill,White Hart Lane,13,491,641,3670.7773403758365
Stanmore,Aldgate,35,2641,7782,24748.10550641081
Stanmore,Aldgate East,2,2641,7932,24991.887391081447
Stanmore,Amersham,2,2641,256,35039.83129383147
Stanmore,Angel,2,2641,8103,21746.055948997036
Stanmore,Baker Street,96,2641,14973,18076.75478666854
Stanmore,Balham,1,2641,3814,29822.586065813306
Stanmore,Bank and Monument,33,2641,78549,24031.869177712255
Stanmore,Barbican,24,2641,9134,22884.645609565832
Stanmore,Barking,0,2641,7004,36090.188575238244
Stanmore,Barons Court,3,2641,2956,25658.12514710726
Stanmore,Becontree,0,2641,456,39384.64096093543
Stanmore,Bermondsey,6,2641,3172,26342.579653491444
Stanmore,Bethnal Green,3,2641,4660,26434.313426269393
Stanmore,Blackfriars,12,2641,10849,23272.949600898926
Stanmore,Blackhorse Road,1,2641,2955,25622.637220305885
Stanmore,Bond Street,116,2641,20967,19821.033017376336
Stanmore,Boston Manor,1,2641,892,29390.986417022046
Stanmore,Bounds Green,0,2641,778,29349.995934165658
Stanmore,Brixton,6,2641,5084,27389.3114034104
Stanmore,Bromley-by-Bow,0,2641,1613,29698.360095910433
Stanmore,Caledonian Road,2,2641,1803,22600.43759366695
Stanmore,Canada Water,17,2641,20443,27332.096574051735
Stanmore,Canary Wharf,208,2641,58772,29419.291605506394
Stanmore,Canning Town,21,2641,15428,31467.089088448374
Stanmore,Cannon Street,4,2641,4698,24181.392603173226
Stanmore,Canons Park,16,2641,526,1419.669476245658
Stanmore,Chancery Lane,29,2641,15391,22087.193139899493
Stanmore,Charing Cross,14,2641,7016,21385.983978475637
Stanmore,Chesham,0,2641,243,37970.10753473387
Stanmore,Chorleywood,11,2641,702,28141.317855017383
Stanmore,Clapham Common,1,2641,2020,27397.633232262175
Stanmore,Clapham North,0,2641,1238,26754.875740883774
Stanmore,Clapham South,0,2641,1513,28649.951464996997
Stanmore,Colliers Wood,1,2641,865,33153.132613555834
Stanmore,Covent Garden,7,2641,4355,21554.39824357926
Stanmore,Croxley,0,2641,340,24102.895804863798
Stanmore,Dagenham East,0,2641,649,42092.06952705206
Stanmore,Dagenham Heathway,0,2641,1108,40812.84173800252
Stanmore,Dollis Hill,16,2641,847,10414.492563807744
Stanmore,Ealing Broadway,2,2641,4846,26417.92402088483
Stanmore,Ealing Common,1,2641,915,24852.626937930534
Stanmore,Earl's Court,5,2641,6613,24153.32708174517
Stanmore,East Acton,2,2641,1505,25248.499139256135
Stanmore,East Ham,1,2641,2062,34047.218489523046
Stanmore,East Putney,1,2641,1877,28233.3633035401
Stanmore,Eastcote,1,2641,364,16157.07993894855
Stanmore,Edgware Road,16,2641,6868,19111.595154133072
Stanmore,Elephant & Castle,5,2641,6427,24069.386438928675
Stanmore,Embankment,10,2641,10220,21726.31479893441
Stanmore,Euston,0,2641,16800,21454.09595512531
Stanmore,Euston Square,28,2641,8093,19526.258548571117
Stanmore,Farringdon,70,2641,25592,22423.735665824217
Stanmore,Finchley Road,33,2641,3417,14542.117539353663
Stanmore,Finsbury Park,3,2641,6769,23475.959408687842
Stanmore,Fulham Broadway,3,2641,4200,25477.997032524934
Stanmore,Gants Hill,0,2641,601,36923.31536643666
Stanmore,Gloucester Road,2,2641,5194,23857.585756787048
Stanmore,Goldhawk Road,1,2641,370,24868.905170443646
Stanmore,Great Portland Street,48,2641,6936,18906.29833031162
Stanmore,Green Park,77,2641,26754,20860.91193958617
Stanmore,Gunnersbury,0,2641,4775,23319.31288955974
Stanmore,Hainault,0,2641,356,42459.04031115222
Stanmore,Hammersmith,13,2641,18250,25874.494505688763
Stanmore,Harrow-on-the-Hill,23,2641,3019,11731.744434266824
Stanmore,High Street Kensington,9,2641,5427,22852.4669705634
Stanmore,Highbury & Islington,7,2641,25385,21418.61544824718
Stanmore,Hillingdon,0,2641,318,20872.297148941063
Stanmore,Holborn,27,2641,22346,21521.70942752275
Stanmore,Holland Park,3,2641,2063,22591.55489853886
Stanmore,Holloway Road,1,2641,1696,23215.735036645106
Stanmore,Hounslow Central,1,2641,708,33664.97976414755
Stanmore,Hounslow East,0,2641,843,32919.29538072663
Stanmore,Hyde Park Corner,3,2641,2410,21640.80123985299
Stanmore,Ickenham,0,2641,282,19747.859953738167
Stanmore,Kennington,0,2641,1161,24260.175617057448
Stanmore,Kensington,0,2641,2252,22989.54366860178
Stanmore,Kentish Town,0,2641,3404,24105.66040806731
Stanmore,Kew Gardens,0,2641,792,25099.59380850773
Stanmore,Kilburn,61,2641,1953,12845.65987543772
Stanmore,King's Cross St. Pancras,29,2641,33330,20565.737228266473
Stanmore,Kingsbury,160,2641,1018,4358.972053806449
Stanmore,Knightsbridge,20,2641,6821,22224.75482815296
Stanmore,Ladbroke Grove,6,2641,2131,22689.910182431984
Stanmore,Lambeth North,2,2641,1319,23073.66615662508
Stanmore,Lancaster Gate,1,2641,1820,21723.071436905062
Stanmore,Latimer Road,1,2641,1109,23349.490717271558
Stanmore,Leicester Square,5,2641,8847,21188.866944496986
Stanmore,Leyton,0,2641,1447,30953.891936745345
Stanmore,Leytonstone,0,2641,1844,32617.73549703683
Stanmore,Liverpool Street,73,2641,61122,24026.021424363276
Stanmore,London Bridge,98,2641,29930,24254.75311506915
Stanmore,Maida Vale,1,2641,949,21697.508006017993
Stanmore,Manor House,1,2641,1311,24592.073035908248
Stanmore,Mansion House,11,2641,7815,23933.213897022328
Stanmore,Marble Arch,8,2641,6145,20504.469252144616
Stanmore,Marylebone,5,2641,4250,18615.05311246271
Stanmore,Mile End,3,2641,3759,28064.658020652576
Stanmore,Moor Park,5,2641,550,21192.74515645727
Stanmore,Moorgate,49,2641,24574,23591.933975760945
Stanmore,Morden,1,2641,1447,35764.84706010755
Stanmore,Neasden,17,2641,732,9628.90955005296
Stanmore,Newbury Park,0,2641,559,39281.07248734066
Stanmore,North Acton,0,2641,3168,26429.018455598452
Stanmore,North Greenwich,17,2641,6276,31249.0748965359
Stanmore,North Harrow,0,2641,190,13711.373156748768
Stanmore,Northwick Park,12,2641,1713,10428.612576842148
Stanmore,Northwood,4,2641,1018,18974.446044048866
Stanmore,Northwood Hills,1,2641,488,17387.777159335667
Stanmore,Notting Hill Gate,5,2641,5490,21891.821435569258
Stanmore,Oakwood,0,2641,423,34549.031865271376
Stanmore,Old Street,7,2641,15897,23266.710709286395
Stanmore,Oval,1,2641,2544,25175.333301395964
Stanmore,Oxford Circus,38,2641,44368,19850.345464328664
Stanmore,Paddington,36,2641,20198,19977.269496242377
Stanmore,Park Royal,1,2641,1552,22828.56003316908
Stanmore,Parsons Green,1,2641,2711,26180.33536395304
Stanmore,Piccadilly Circus,22,2641,13641,20814.17553872717
Stanmore,Pimlico,5,2641,5585,23470.389899291647
Stanmore,Pinner,0,2641,292,15229.128567639616
Stanmore,Plaistow,0,2641,1049,31425.89401951068
Stanmore,Preston Road,6,2641,411,8695.47877762003
Stanmore,Putney Bridge,5,2641,2494,27174.79771326956
Stanmore,Queen's Park,1,2641,2167,20821.355166620226
Stanmore,Queensbury,24,2641,439,3112.9768194427957
Stanmore,Queensway,6,2641,1882,22530.144366449287
Stanmore,Rayners Lane,3,2641,426,14337.72556103112
Stanmore,Regent's Park,3,2641,3364,18872.294836303583
Stanmore,Richmond,0,2641,5397,27267.757072587363
Stanmore,Rickmansworth,1,2641,937,24589.96461445359
Stanmore,Royal Oak,0,2641,856,20914.566008955982
Stanmore,Ruislip,1,2641,257,17962.204971392508
Stanmore,Ruislip Manor,1,2641,408,17283.31899115389
Stanmore,Russell Square,3,2641,5172,21436.2379330091
Stanmore,Seven Sisters,6,2641,10191,26881.847798716655
Stanmore,Shepherd's Bush,3,2641,9890,21990.813530112002
Stanmore,Shepherd's Bush Market,1,2641,416,24429.615747956188
Stanmore,Sloane Square,13,2641,8229,23236.27076161697
Stanmore,South Kensington,18,2641,15325,23525.570146686052
Stanmore,South Woodford,0,2641,766,35591.7068506118
Stanmore,Southfields,1,2641,1351,29864.25139853061
Stanmore,Southgate,0,2641,874,32683.387011155184
Stanmore,Southwark,71,2641,10326,23156.40402996665
Stanmore,St. James's Park,24,2641,13339,22845.441474098992
Stanmore,St. John's Wood,46,2641,3982,16157.410576384053
Stanmore,St. Paul's,34,2641,13446,23182.34433683146
Stanmore,Stamford Brook,1,2641,784,25476.920097755105
Stanmore,Stepney Green,1,2641,1879,27035.38564338183
Stanmore,Stockwell,1,2641,1623,25802.573862108635
Stanmore,Stratford,32,2641,55954,28822.549010821043
Stanmore,Swiss Cottage,15,2641,2598,15187.47028357904
Stanmore,Temple,5,2641,6780,22520.908801495672
Stanmore,Tooting Broadway,3,2641,4506,31872.712929769325
Stanmore,Tottenham Court Road,17,2641,19126,20724.647769962314
Stanmore,Tottenham Hale,0,2641,3239,27036.842951186554
Stanmore,Tower Hill,8,2641,8286,24871.5996209668
Stanmore,Turnham Green,1,2641,1515,24866.6308874754
Stanmore,Turnpike Lane,1,2641,992,26913.73239435699
Stanmore,Upton Park,0,2641,1642,32746.972662942568
Stanmore,Uxbridge,13,2641,4316,23016.692276313544
Stanmore,Vauxhall,21,2641,16242,24295.718152599275
Stanmore,Victoria,70,2641,33251,22070.51174838825
Stanmore,Walthamstow Central,1,2641,5271,27181.70096400871
Stanmore,Warren Street,1,2641,17309,21000.059910741704
Stanmore,Warwick Avenue,0,2641,1174,20909.895436066763
Stanmore,Waterloo,61,2641,23466,22499.97710045005
Stanmore,Watford,1,2641,961,26157.774329523945
Stanmore,Wembley Park,104,2641,5759,7275.743611857177
Stanmore,West Brompton,0,2641,5859,24535.235156116265
Stanmore,West Ham,2,2641,5487,30496.0585259521
Stanmore,West Hampstead,86,2641,5856,13861.28148270454
Stanmore,West Harrow,0,2641,122,12973.613124620604
Stanmore,Westbourne Park,3,2641,1347,21883.970254999185
Stanmore,Westminster,96,2641,15466,22284.692134192264
Stanmore,White City,7,2641,5966,23291.314623371603
Stanmore,Whitechapel,1,2641,17633,25955.22145988731
Stanmore,Willesden Green,20,2641,830,11660.601945600687
Stanmore,Willesden Junction,0,2641,4165,18084.48061817984
Stanmore,Wimbledon,0,2641,6295,32879.813433102216
Stanmore,Wood Green,1,2641,2146,27844.558019760156
Stanmore,Wood Lane,4,2641,1578,23903.352792711725
Stanmore,Woodford,0,2641,706,37303.661766624835
Star Lane,Abbey Road,0,438,345,1397.4940849962309
Star Lane,Bank and Monument,0,438,78549,8302.219102357623
Star Lane,Beckton,3,438,442,7148.197798282468
Star Lane,Beckton Park,0,438,88,4542.065508945365
Star Lane,Blackwall,0,438,665,2413.5248963689555
Star Lane,Canary Wharf,2,438,58772,3724.590243956254
Star Lane,Canning Town,69,438,15428,866.9991916215074
Star Lane,Crossharbour,2,438,1208,5324.551584241493
Star Lane,Custom House,0,438,845,2462.9316541854073
Star Lane,Cutty Sark,1,438,1748,7141.974933241137
Star Lane,Cyprus,6,438,850,5170.175641829145
Star Lane,Deptford Bridge,0,438,840,8560.481276327715
Star Lane,East India,2,438,1522,2022.2176907667504
Star Lane,Elverson Road,1,438,226,9287.981726345299
Star Lane,Gallions Reach,0,438,557,5911.949522283754
Star Lane,Island Gardens,0,438,691,6344.372394666745
Star Lane,King George V,20,438,800,5444.097063406435
Star Lane,Langdon Park,0,438,1989,4394.889390932862
Star Lane,Lewisham,1,438,2400,9851.527518215089
Star Lane,Limehouse,2,438,2969,4792.613905641865
Star Lane,London City Airport,1,438,1941,4415.520172079961
Star Lane,Pontoon Dock,4,438,1123,3274.17014241828
Star Lane,Poplar,1,438,1301,3136.483453821073
Star Lane,Prince Regent,0,438,754,2987.4185329945394
Star Lane,Royal Albert,1,438,684,3875.839015472937
Star Lane,Royal Victoria,0,438,763,1856.5882659574827
Star Lane,Shadwell,1,438,7447,5985.1176385871195
Star Lane,South Quay,5,438,4591,4727.8040804188695
Star Lane,Stratford,164,438,55954,2537.161178431161
Star Lane,Stratford High Street,11,438,788,2052.705386283056
Star Lane,Stratford International,24,438,1546,3858.229295545083
Star Lane,Tower Gateway,1,438,3342,7262.421125280442
Star Lane,West Ham,86,438,5487,863.6516633001042
Star Lane,West Silvertown,2,438,893,2518.12425254621
Star Lane,Westferry,1,438,1250,3818.996898561998
Star Lane,Woolwich Arsenal,27,438,4428,7873.372806735372
Stepney Green,Acton Town,3,2731,2202,19229.597255912973
Stepney Green,Aldgate East,99,2731,7932,2043.4982523003828
Stepney Green,Alperton,0,2731,741,24202.68519944381
Stepney Green,Angel,16,2731,8103,5817.626146655232
Stepney Green,Archway,5,2731,2193,11767.70871495946
Stepney Green,Arnos Grove,0,2731,748,16624.42635310716
Stepney Green,Arsenal,1,2731,315,9786.355359380728
Stepney Green,Baker Street,32,2731,14973,8958.630856713284
Stepney Green,Balham,2,2731,3814,13003.687886246147
Stepney Green,Bank and Monument,103,2731,78549,3722.462679966776
Stepney Green,Barbican,56,2731,9134,4150.740033815997
Stepney Green,Barking,38,2731,7004,9851.30575172007
Stepney Green,Barkingside,0,2731,262,15423.351667303286
Stepney Green,Barons Court,6,2731,2956,13959.066229891689
Stepney Green,Bayswater,0,2731,615,12023.649264514255
Stepney Green,Becontree,1,2731,456,13145.758137417255
Stepney Green,Belsize Park,1,2731,2255,10763.484038641509
Stepney Green,Bermondsey,3,2731,3172,4908.6140071623795
Stepney Green,Bethnal Green,1,2731,4660,3021.6941797602112
Stepney Green,Blackfriars,109,2731,10849,4960.218398335027
Stepney Green,Blackhorse Road,0,2731,2955,12554.624974704573
Stepney Green,Bond Street,20,2731,20967,8458.326958640999
Stepney Green,Borough,7,2731,3254,5123.784918374311
Stepney Green,Boston Manor,1,2731,892,22741.333905866773
Stepney Green,Bounds Green,0,2731,778,15270.183862730952
Stepney Green,Bow Road,17,2731,1193,1654.2045431667398
Stepney Green,Brent Cross,0,2731,450,15842.302153234989
Stepney Green,Brixton,5,2731,5084,10570.41322384324
Stepney Green,Bromley-by-Bow,33,2731,1613,2662.974452528606
Stepney Green,Buckhurst Hill,1,2731,228,14648.995871053692
Stepney Green,Burnt Oak,0,2731,649,20434.84492438584
Stepney Green,Caledonian Road,2,2731,1803,8504.34878051583
Stepney Green,Camden Town,11,2731,6348,8731.605952147178
Stepney Green,Canada Water,0,2731,20443,3919.097086602089
Stepney Green,Canary Wharf,10,2731,58772,5244.829013383399
Stepney Green,Canning Town,20,2731,15428,5570.300740836735
Stepney Green,Cannon Street,54,2731,4698,4051.775396060728
Stepney Green,Canons Park,0,2731,526,25615.716167136172
Stepney Green,Chalk Farm,4,2731,1329,9725.383099153862
Stepney Green,Chancery Lane,10,2731,15391,5667.138717779539
Stepney Green,Charing Cross,1,2731,7016,6847.1840207583155
Stepney Green,Chigwell,0,2731,148,15896.476023497238
Stepney Green,Chiswick Park,5,2731,1517,17957.42801358497
Stepney Green,Clapham Common,2,2731,2020,10578.735052695014
Stepney Green,Clapham North,1,2731,1238,9935.977561316613
Stepney Green,Clapham South,1,2731,1513,11831.053285429836
Stepney Green,Cockfosters,1,2731,262,21813.198140237102
Stepney Green,Colindale,0,2731,2081,19128.422874692144
Stepney Green,Colliers Wood,0,2731,865,16334.234433988673
Stepney Green,Covent Garden,2,2731,4355,6865.563001479111
Stepney Green,Croxley,0,2731,340,36586.79422453126
Stepney Green,Dagenham East,7,2731,649,15853.186703533882
Stepney Green,Dagenham Heathway,13,2731,1108,14573.958914484345
Stepney Green,Debden,2,2731,865,18536.587364096253
Stepney Green,Dollis Hill,0,2731,847,16695.791547642137
Stepney Green,Ealing Broadway,7,2731,4846,21334.852681815886
Stepney Green,Ealing Common,0,2731,915,20256.220085050685
Stepney Green,Earl's Court,8,2731,6613,12454.268164529596
Stepney Green,East Acton,2,2731,1505,16725.936423910316
Stepney Green,East Finchley,0,2731,1253,15106.934169384764
Stepney Green,East Ham,47,2731,2062,7426.379958774328
Stepney Green,East Putney,5,2731,1877,16719.785503716645
Stepney Green,Edgware,0,2731,772,21952.97460324948
Stepney Green,Edgware Road,14,2731,6868,9993.471224177814
Stepney Green,Elephant & Castle,12,2731,6427,5944.925070577063
Stepney Green,Elm Park,2,2731,269,18148.97505991698
Stepney Green,Embankment,84,2731,10220,6506.8532002995435
Stepney Green,Epping,2,2731,498,24484.18220963996
Stepney Green,Euston,9,2731,16800,7358.0071419741935
Stepney Green,Euston Square,54,2731,8093,7509.127094810708
Stepney Green,Fairlop,1,2731,182,16592.08150331527
Stepney Green,Farringdon,115,2731,25592,4611.64997755761
Stepney Green,Finchley Central,0,2731,1921,17477.490714661428
Stepney Green,Finchley Road,3,2731,3417,12493.268104028164
Stepney Green,Finsbury Park,1,2731,6769,9396.147337253136
Stepney Green,Fulham Broadway,11,2731,4200,13964.419232701479
Stepney Green,Gants Hill,3,2731,601,11935.040124743136
Stepney Green,Gloucester Road,10,2731,5194,11544.14695068051
Stepney Green,Golders Green,0,2731,1871,14327.21304991603
Stepney Green,Goldhawk Road,0,2731,370,15750.781240488384
Stepney Green,Goodge Street,9,2731,6457,7674.156457713225
Stepney Green,Grange Hill,0,2731,76,17243.388754118896
Stepney Green,Great Portland Street,35,2731,6936,8129.087313070206
Stepney Green,Green Park,17,2731,26754,8196.61854731198
Stepney Green,Greenford,0,2731,1157,24187.06942490624
Stepney Green,Gunnersbury,14,2731,4775,18554.37303047698
Stepney Green,Hainault,1,2731,356,17470.765069458692
Stepney Green,Hammersmith,30,2731,18250,14852.898315812348
Stepney Green,Hampstead,2,2731,2010,11941.48714273465
Stepney Green,Hanger Lane,0,2731,1493,20360.74908892004
Stepney Green,Harlesden,0,2731,1668,17114.39110337483
Stepney Green,Harrow & Wealdstone,0,2731,1335,25782.145455299837
Stepney Green,Harrow-on-the-Hill,1,2731,3019,24215.642853934296
Stepney Green,Hatton Cross,0,2731,1219,31297.884606235486
Stepney Green,Heathrow Terminal 4,1,2731,693,33174.21729987426
Stepney Green,Heathrow Terminal 5,1,2731,975,36165.91402766298
Stepney Green,Heathrow Terminals 2 & 3,3,2731,2406,33710.63555202665
Stepney Green,Hendon Central,3,2731,1878,16975.90949570901
Stepney Green,High Barnet,0,2731,953,23730.488207612634
Stepney Green,High Street Kensington,7,2731,5427,12549.265736904157
Stepney Green,Highbury & Islington,0,2731,25385,7338.8033768124715
Stepney Green,Highgate,1,2731,856,13357.913511174695
Stepney Green,Hillingdon,0,2731,318,33356.19556860853
Stepney Green,Holborn,20,2731,22346,6232.62243015628
Stepney Green,Holland Park,1,2731,2063,12556.571393481028
Stepney Green,Holloway Road,3,2731,1696,9119.646223493988
Stepney Green,Hornchurch,4,2731,451,19693.30227160602
Stepney Green,Hounslow Central,1,2731,708,27015.32725299228
Stepney Green,Hounslow East,0,2731,843,26269.64286957136
Stepney Green,Hounslow West,0,2731,401,28494.41094498865
Stepney Green,Hyde Park Corner,0,2731,2410,8976.5078475788
